Continent,Country,State,City,Name,CenterNumber,long,lat,Address,Zone,ContactPersonName,Mobile_1,Mobile_2,Landline,Email,Email_2
Asia,India,Tamilnadu,Puthukottai,Puthukottai MVKM Trust,A.NO.214,78.8208454,10.379663,"C/o.A/N.V.Veeramuthu, Secretary, Vazhga Valamudan, 4, Thillai Nagar, Pudukottai - 622004. ",Trichy,A/N.V.R.A.Chidambaram,9444873349,9750103534,-,sa.a218@vethathiri.ac.in,kumarchinnasamy06@gmail.co
Asia,India,Tamilnadu,Madurai,Devakottai MVKM Trust,A.NO.215,78.8195429,9.9463215,"No.74, Thiyagikal Road, Devakottai - 630302. ",Madurai,A/N.Srithar,9786848415,9787291477,,sa.a243@vethathiri.ac.in,
Asia,India,Tamilnadu,Coimbatore,Sirumugai MVKM Trust,A.NO.216,77.00902289,11.3226504,"C/o. 42/25.I, Jeevan Nagar, Sirumugai, Mettupalayam, Coimbatore - 641302.",Coimbatore,A/N.N.C.Samraj,9750550308,9942280008,-,thilagamramalingam1@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Polur MVKM Trust,A.NO.217,79.1293743,12.5083373,"Vazhga Valamudan Santhosh Illam, 14/A, Dr.Radakrishnan Street, Diversion Road, Polur, Thiruvannamalai - 606 803. ",Thiruvannamalai,A/N.G.Palani,8667809300,9940884250,-,ravis4546@gmail.com,
Asia,India,Tamilnadu,Hosur,Kaveripattinam MVKM Trust,A.NO.218,78.2174435,12.4214652,"No.9/182, 1 st Cross Street, Thomson pettai, Kaveripattinam - 635112.",Hosur,A/N.C.Kumar,9952373241,9952373241,-,sa.a218@vethathiri.ac.in,kumarchinnasamy06@gmail.co
Asia,India,Tamilnadu,Dharapuram,Dharapuram MVKM Trust,A.NO.220,77.52154484,10.73680545,"Viji illam, No. 2, N.G.G.O. Colony, Pollachi Road, Dharapuram - 638656.",Tiruppur,A/N.P.Rathinambal,9442988979,-,04258 - 223689,sa.a459@vethathiri.ac.in,
Asia,India,Tamilnadu,Kancheepuram,Thirukazhukundram MVKM Trust,A.NO.222,80.05622954,12.60910266,"No.21, Kammalar Veedhi, Thirukkazhukkundram, Kanchipuram - 603109.",Kancheepuram,A/N.S.Kanniyappan,9944018672,9865444974,9994122360,kanniappan14@gmail.com,
Asia,India,Tamilnadu,Vellore ,Vellore Sankaranpalayam MVKM Trust,A.NO.226,79.1293028,12.8932703,"2/17, Kambar Street, Ezhil Nagar, Thorappadi Post, Vellore 632 002.",Thiruvannamalai,A/N.R.Aruljothi,9443437830,-,-,snpalayam.mvkmtrust@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Cheyyar MVKM Trust,A.NO.227,79.5424,12.658,"C/o.A/N.R.Ashok, Secretary, No.32/3, Vetri Xerox, Head Post office Opp, Cheyyar-604407.",Thiruvannamalai,A/N.K.Perumal,9443691344,9443168011,9047251377,ashok_77@yahoo.co.in,
Asia,India,Tamilnadu,Erode,Anthiyur MVKM Trust,A.NO.230,77.58285823,11.57411095,"23/8,siva sakthi nagar, anthiyur -638501",Erode,shanmugam,99763 42566,9442962126,-,er.shanmugam@gmail.com,
Asia,India,Tamilnadu,Puthukottai,Manalmelkudi MVKM Trust,A.NO.231,78.9910186,10.1712695,"No.1346, Jagadeshwar Koil St, Kulachiraiyar Nagar, Manamelkudi, Pudukkottai - 20. ",Trichy,A/N.R.Alaguraj,9865731397,9976782095,-,manamelkudi.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Erode,Chennimalai MVKM Trust,A.NO.232,77.5963271,11.1627122,"52, mariamman kovil street , chennimalai-638051",Erode,Leelavathi, 98433 27456,9842731655,-,er.a232@vethathiri.edu.in,
Asia,India,Tamilnadu,Tiruppur,Avinashi MVKM Trust,A.NO.233,77.27064658,11.17234541,"10/214, Mamarathottam, Kacheri Veethi, Avinashi 641 654.",Tiruppur,A/N.P.Rajkumar,9443240177,9842726154,9842252259,wcscavi@gmail.com,
Asia,India,Tamilnadu,Theni,Cumbam MVKM Trust,A.NO.234,77.2807423,9.7344265,"No.516-C/10, Kumili Main Road, Cumbum - 625516. ",Dindigul,APR..S.Santhiya,9790017866,9442114411,9942729602,tct.cumbum05@gmail.com,
Asia,India,Tamilnadu,Chennai,Chetpet MVKM Trust,A.NO.236,80.2423951,13.0724408,"No.3/1, (7), Ranganathapuram St, Chetpet, Chennai - 600031.",Chennai,A/N.D.Avinashilingam,9444218837,-,044-28361075,-,
Asia,India,Tamilnadu,Chennai,Chennai Adambakkam Lake View MVKM Trust,A.NO.237,80.21402357,12.96590532,"Chennai Maanagar Arivuthirkkoil, 358, Vallal Kari Street, Srinivasa Nagar, Kaiveli, East Madipakkam, Chennai 600 091. ",Chennai,A/N.Dr.S.Sekhar,9444165220,9445216732,044-48607732,calmtrustyyoga@gmail.com,
Asia,India,Tamilnadu,Chennai,Madipakkam Thilagar Avenue MVKM Trust,A.NO.239,80.1999234,12.967373,"C/o.A/N.K.Ekambaram, Secretary, P.No.152. A, 6th Cross St, Thilagar Avenue, Balaiah Garden, Madipakkam, Chennai - 600091.",Kancheepuram,A/N.E.Rajeshwari,9841928482,-,044-22422236,madipakkammvkmtrust@yahoo.in,
Asia,India,Tamilnadu,Chennai,Kunrathur MVKM Trust,A.NO.240,80.0972003,12.997668,"C/o.A/N.S.Sekar, No.26, Muslim Street, Kunrathur, Chennai - 600069.",Kancheepuram,A/N.G.Kuppusami,9283125331,9444025695,-,kunrathurmvkm@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Arni Kosapalayam MVKM Trust,A.NO.242,79.28,12.67,"Thachoor Road, Anjaneyar Temple Complex, Arni - 632301. ",Thiruvannamalai,A/N.Chan Bahsa,9944665477,9842329775,-,arnimvkm@gmail.com,arnimandram@gmail.com
Asia,India,Tamilnadu,Dharmapuri,Marandahalli MVKM Trust,A.NO.243,77.9852853,12.3874801,"C/o.Dr.G.kannan, BDS, Malar Dental Clinic, Main Road, Marandahalli, Dharmapuri Dt - 636806",Hosur,A/N.M.Savithiri,9360652602,-,-,sa.a243@vethathiri.ac.in,
Asia,India,Tamilnadu,Thanjavur,Thanjai Nagara MVKM Trust,A.NO.244,79.1385422,10.7750825,"No.6, St.Saviour I.T.I. Complex, Trichy Main Road, Thanjavur 613 001.",Kumbakonam,A/N.A.Arokyasamy,9842434568,9943160606,"04362 - 231568, 234568",tnjnagarammvkmtrust@gmail.com,
Asia,India,Tamilnadu,Salem,Sankakiri MVKM Trust,A.NO.246,77.87552829,11.47758837,"upstairs to bangaru jewellers, opp to girls high school ,new idapadi road,sankakiri-637301",Erode, Bhuvaneshwari,9443252885,9442372527,-,bhuvanasaravanan73@gmail.com,
Asia,India,Tamilnadu,Salem,Athur MVKM Trust,A.NO.247,78.5989184,11.5962937,"C/o.A/N.S.Subramanian, Secretary, 468, Jothi Mill Street, Jothi Nagar, Athur 636 102. ",Salem,A/N.P.Kannan,9486057420,9842740338,9443920703,sa.a247@vethathiri.ac.in,
Asia,India,Tamilnadu,Sivagangai ,Tiruppattur MVKM Trust,A.NO.248,78.61956213,10.12317008,"Lakshmi Nursing Home, Madurai Road, Tiruppathur, Sivagangai - 630211. ",Madurai,A/N.Subbiah,9443919937,9443126732,-,majesticsubbiah@gmail.com,
Asia,India,Tamilnadu,Vellore ,Sathiya Nagar MVKM Trust,A.NO.250,79.1412823,12.955243,"452, O.C. Perumal Nagar, Gandhi Nagar Post, Vellore 632 006.",Thiruvannamalai,A/N. K. Sankaranandhan,9345318692,9944510430,0416-2249060,sankaranandam52@gmail.com,
Asia,India,Tamilnadu,Puthukottai,Pudukkottai Vellaru MVKM Trust,A.NO.252,78.8076353,10.3870469,"No.21, Karpaga Nagar, Vattapatti Road, Rajagopalapuram Post, Pudukkottai - 622 003.",Trichy,"A/N chellapan, emarani",9442622046,6382778283,-,vellaru.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Ranipet,Arakkonam Town MVKM Trust,A.NO.254,79.66645257,13.08402007,"No.7/15, Vellaikkulam 4th street, Arakkonam - 631001",Thiruvallur,A/N.T.SEKAR,9443641857,9443628324,-,thandavarayansekar@gmail.com,
Asia,India,Tamilnadu,Chennai,Pazhavanthangal MVKM Trust,A.NO.255,80.2694467,13.0527653,"No.7, Venkatachalam street, Pazhavanthangal, Chennai - 600114. ",Kancheepuram,A/N.N.Dayalan,9840148924,-,044-22347844,dhayaalan2011@gmail.com,
Asia,India,Tamilnadu,Salem,Tharamangalam MVKM Trust,A.NO.256,77.98,11.7,"Samipattarai, 6th Ward, Vannara street, Tharamangalam, Salem - 636502. ",Salem,A/N.A.Sarangalingam,9944233399,9092837730,-,sa.a256@vethathiri.ac.in,
Asia,India,Tamilnadu,Thanjavur,Peravoorani MVKM Trust,A.NO.257,79.1031242,10.2251867,"Arivuthirukoil, Puthu Road, Sathiyamoorthy Nagar, Peravoorani 614 804.",Kumbakonam,A/N.Rama.Veerasingam,9442247656,9442247656,-,peravurani.mvkmtrust@gmail.com,
Asia,India,Tamilnadu,Dharmapuri,Papparapatti MVKM Trust,A.NO.258,78.055207,12.2087989,"C/o.A.Devarajan, Master In-Charge, K.P. Ramasamy Mudhali Street, Papparapatti Post 636 809. Pennagaram T.K., Dharmapuri Dist.",Hosur,A/N.K.Narasiman,8124769413,9150630654,-,sa.a258@vethathiri.ac.in,
Asia,India,Tamilnadu,Vellore ,Sholinghur MVKM Trust,A.NO.259,79.4224221,13.1158121,"C/o.A/N.N.Chidambaram, No.59, Senghunthar Big Street, Solingar & P.O - 631102.",Thiruvannamalai,A/N.V.Krishnan,9443965069,9843706695,9843228629,yuvaraj9003366@gmail.com,gnanam.yojit@gmail.com
Asia,India,Tamilnadu,Salem,Attayampatti MVKM Trust,A.NO.261,78.046111,11.531389,"31, K.V.A. Arthanari Street, Velanatham, Attayampatti (P.O), Salem - 637 501. ",Salem,A/N. V.Balasubramaniyan,9443347121,9443076176,-,sa.a261@vethathiri.ac.in,
Asia,India,Tamilnadu,Vellore,Meleri MVKM Trust,A.NO.262 (Post only),79.6558242,13.0752392,"No.4/65 Bajanai Koil St, Meleri Village & Po, Arakonam Taluk, Vellore Dt - 632502.",Thiruvallur,A/N.B.VIVEKANANDHAN,9025748227,9380447242,-,vivekanandanb1963@gmail.com,
Asia,India,Tamilnadu,Chennai,Muthamizh Nagar MVKM Trust,A.NO.263,80.2495922,13.1357061,"No.7/289, North Avenue Street, Muthamizh Nagar, Chennai - 600118.",Chennai,A/N.C.M.Lakshmanan,9043047585,-,044-43800638,-,
Asia,India,Tamilnadu,Chennai,Chenkundram MVKM Trust,A.NO.264,80.291872,13.0998554,"6, Abdul Marakayar Street, Chenkundram, Chennai - 600052. ",Thiruvallur,A/N.R.MOORTHY,9840042724,9841456072,-,sengundrammvkmtrust@gmail.com,
Asia,India,Tamilnadu,Vellore ,Vellore Sakthi Nagar MVKM Trust,A.NO.266,79.165278,12.943333,"Opp. A.L-7, Bharathi Nagar 1st Street, Phase III, Vallalar Sathuvachari, Vellore 632 009.",Thiruvannamalai,A/N.K.Chandran,9443098990,9500330700,9994746986,gramgas@gmail.com,
Asia,India,Tamilnadu,Trichy,Thuraiyur MVKM Trust,A.NO.267,78.4971438,11.2953768,"No.1284K, Chithiraipatti Village, Madurapuri Post, Musiri Road, Thuraiyur 621 010, Tiruchy Dist.",Trichy,"A/N sivanamurthi , Balasubrmanian",9994397967,8489972205,,thuraiyur.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Thiruvarur,Ullikottai MVKM Trust,A.NO.269,79.4162448,10.592771,"1/375, Main Road, Ullikottai 614 018. Mannargudi T.K., Thiruvarur Dist.",Kumbakonam,A/N.T.Balasaminathan,9443865677,9443865677,-,udhayakumar12564@gmail.com,
Asia,India,Tamilnadu,Chennai,Chrompet Umayalpuram MVKM Trust,A.NO.270,80.1909588,12.9822107,"Plot No.9, Athirai Street, Umayalpuram, Chromepet, Chennai - 600 044.",Kancheepuram,A/N.Rama.Sundaresan,9840205758,9940486809,"044-22410634, 9940486809, 9840205758, 9444570398",vw040umayalpuram@gmail.com,
Asia,India,Tamilnadu,Chennai,Saidapet Jones Road MVKM Trust,A.NO.271,80.1391395,13.1180685,"Brindhavan Illam, No.45/ 17 & 18. Jones Road, Saidapet, Chennai - 15.",Chennai,A/N.V.S.Karunagaran,9789078901,9444102603,"044-23813660, 9080888883",jrmmtrust@gmail.com,
Asia,India,Tamilnadu,Viluppuram,Tirukovilur MVKM Trust,A.NO.273,79.2086621,11.9687124,"Sri Gnanantha School Campus, Mela veedhi, Thirukovilur - 605757.",Viluppuram,A/N.Kesavan,9442471098,,-,kamalasekaran84@gmail.com,
Asia,India,Tamilnadu,Ramanathapuram,Ramanathapuram Velipattinam MVKM Trust,A.NO.274,78.1279609,9.9388976,"22, Avaiyar Street, Ramanathapuram - 623 501.",Madurai,A/N.R.B.Ravi,9843669766,9843222906,-,rmdwater@gmail.com,
Asia,India,Tamilnadu,Chennai,Porur Sakthi Nagar MVKM Trust,A.NO.275,80.1630924,13.0289437,"Plot No.40, Ganesh Avenue ( Extn), Sakthinagar, Porur, Chennai - 600 116.",Thiruvallur,A/N. RAGAVENDRAAMMA ,9444589137,9789920656,044-22522001,skyyogapour@gmail.com,
Asia,India,Tamilnadu,Viluppuram,Tindivanam MVKM Trust,A.NO.276,79.218248,12.249181,"No.139, Prakasapuram, Mannar Samy Koil, Tindivanam - 604002.",Viluppuram,A/N.R.Asaithambi,9443422408,8610681392,-,asainaturalyoga@gmail.com,
Asia,India,Tamilnadu,Trichy,Srirangam MVKM Trust,A.NO.277,78.6488324,10.8658734,"No.3A/1, Railway station Road, Srirangam - 620006. ",Trichy," A/N sivakumar,Rajesh","8903300448, 9943861336",9443106922,"0431-2433823, 2431275",srirangam.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Ranipet,Arcot MVKM Trust,A.NO.278,79.3249221,12.9105318,"Aroct TOC, Devi Nagar, Sri Ramakrishna Metric Hr.Sec.School, Arcot - 632503.",Thiruvannamalai,A/N.S.Janahiraman,9443336852,9994975744,-,bharathiyoga82@gmail.com,t.ashok1983@gmail.com
Asia,India,Tamilnadu,Theni,Bodi Nayakanur MVKM Trust,A.NO.279,77.28025132,9.897590469,"13/10,23w,ZKM English School Backside, Bodi Nayakanur 625 513, Theni Dist.",Dindigul,PRO.S.Sivaraman,9842648698,8760564392,-,tct.bodi02@gmail.com,
Asia,India,Tamilnadu,Thanjavur,Ammapet MVKM Trust,A.NO.282,77.7409162,11.6213431,"66/4, Kothandaramasamy Koil St, Ammapet (P.O), Papanasam (T.K)., Thanjavur - 614401.",Kumbakonam,PRO.S.Sivaraman,9944668872,9486408369,94432392412,ammapettaimvkmtrust@gmail.com,
Asia,India,Tamilnadu,Salem,Salem Karungalpatti MVKM Trust,A.NO.283,78.1535928,11.6345481,"A/N.G.Mallaswaran, Secretary, 41/13, 3rd North Muniyappan Koil Street, Karungalpatti, Salem - 636 006.",Salem,A/N.A.Dhanakotti,9994113672,8754037270,9443041261,sa.a283@vethathiri.ac.in,
Asia,India,Tamilnadu,Chennai,Thiruvanmiyur MVKM Trust,A.NO.284,80.26243082,12.98486575,"No.14-B, CGE Colony, (Near Bhavani Medai), Thiruvanmiyur Kuppam Beach Road, Thiruvamiyur, Chennai - 600 041.",Chennai,A/N.B.Shanmuga Velayudam,9840062350,9940217518,044:42300194,attvmvkmtrust@hotmail.com,
Asia,India,Tamilnadu,Erode,Sivagiri MVKM Trust,A.NO.286,77.7846452,11.1176205,"No.6, Bharathi Street, Sivagiri 638 109. Erode Dt.",Erode,A/N.A.Rajendran,9942443800,9865778900,-,cablerasu@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Vallioor MVKM Trust,A.NO.287,77.6097164,8.3771142,"No.18,T.B.Road, Kamaraj Nagar, Vallioor - 627117.",Thirunelveli,A/N.A.S.Gnanasekar,9443160655,9750864083,7639929933,manoharang1962@gmail.com,vijayalatha304@gmail.com
Asia,India,Tamilnadu,Nilgiris,Jegathala MVKM Trust,A.NO.288,76.7336521,11.4916043,"No.4/233, Jegathala Villager & Post, The Nilgiris - 643 202.",Coimbatore,A/N..B.Bellan,8903286862,7639768852,-,rajbheeman@gmail.com,
Asia,India,Tamilnadu,Tiruppur,Koduvai MVKM Trust,A.NO.289,77.43759796,10.94335304,"No.3/222/5, Maharishi Nagar, Nachiyarpalayam Road, Koduvai 638 660, Thirupur Dt.",Tiruppur,A/N.K.Arulkumar,9842220222,9976468900,-,koduvaiaarivuthirukovil@gmail.com ,
Asia,India,Tamilnadu,Madurai,Usilampatti MVKM Trust,A.NO.291,77.7913234,9.9614628,"Homeo Clinic, Nadan New St, Usilampatti, Madurai - 625532.",Madurai,A/N.Dr.A.Kannan Prasanna,9894329602,9751223030,04552 - 250228,likegodgift@gmail.com -,
Asia,India,Tamilnadu,Erode,Gopichettipalayam MVKM Trust,A.NO.292,77.4357739,11.4673663,"arivuthiru koil , balavidhya school thavamaiyam, puthusamy koil street, gobichettipalayam, erode-638452",Erode,A/N.K.P.Natarajan,9442550403,9789066595,-,gobimvkmtrust292@gmail.com,
Asia,India,Tamilnadu,Chennai,Guindy Secretariate Colony MVKM Trust,A.NO.293,80.2091297,12.9973507,"No.16/4, Gopalakrishnan St, Ganesh Nagar, Guindy, Chennai - 600032. ",Chennai,A/N.R.Padmavathi,9444491300,-,-,-,
Asia,India,Tamilnadu,Vellore ,Katpadi MVKM Trust,A.NO.294,79.5752867,10.4712297,"Saravanabalaj Constraction, No.31.V.A.F.Complex (2 Floor), Cithur main road, Katpadi, Vellore - 632007",Thiruvannamalai,A/N.S.Manokaran,9443800057,-,-,manomugam@gmail.com,
Asia,India,Tamilnadu,Cuddalore,Thirupathiripuliyur MVKM Trust,A.NO.297,79.7516783,11.7373813,"No.31/28, Kurunji St, Siva Nagar, Vandipalayam Road, Cuddalore - 607004.",Viluppuram,A/N.Geetha,9629308182,9443435455,-,geethurajagopal1@gmail.com,mahasrini1@gmail.com
Asia,India,Tamilnadu,Thiruvarur,Thiruvarur MVKM Trust,A.NO.298,79.5216644,10.7173564,"7A-2, Javulikara Street, Thiruvarur 610 001.",Kumbakonam,A/N.S.Muthu,9443585894,9443585894,-,tvrmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Chennai,Mandaveli MVKM Trust,A.NO.300,80.2591371,13.0223022,"No.8/68, adaijan Mudalai St, Chennai - 600028.",Chennai,A/N.S.K.S.Madhan Mohan,9952099622,9962510617,044-24610617,-,
Asia,India,Tamilnadu,Chennai,Royapuram MVKM Trust,A.NO.302,80.24273581,12.85334097,"56/110, east madha kovil st, rayapuram, Chennai 600013.",Chennai,A/N.D.Sasikala,9600198083,-,-,sasikaladesingh@gmail.com,
Asia,India,Tamilnadu,Thoothukudi,Kovilpatti Alaguvel Nagar MVKM Trust,A.NO.303,77.8667271,9.1754455,"No.386, Main Road, Sri Raja Meera Gold 1 st Floor, Near Town Bus Stand, Kovilpatti - 628501. ",Virudhunagar,A/N.V.R.Natarajan,9442248864,-,04632-227746,alaguvelnagarmvkm@gmail,
Asia,India,Tamilnadu,Dharmapuri,Dharmapuri Bharathipuram MVKM Trust,A.NO.304,78.13623277,12.1065271,"66 Feet Road, (Near Tamil Nadu Warehousing Corporation Limited), Dharmapuri 636 705.",Hosur,A/N.K.Mathulingam,9442633055,9442533745,9486584299,sa.a304@vethathiri.ac.in,thanigaivelm3@gmail.com
Asia,India,Tamilnadu,Coimbatore,Sulur MVKM Trust,A.NO.305,77.1303669,11.01674378,"No.12/3 D, German Garden, Kalangal Pathai, Sulur - 641402.",Coimbatore,A/N.S.V.Nagarajan,9865902879,9842207767,9843364242,vetrixeroxsulur@gmail.com,
Asia,India,Tamilnadu,Ariyalur,Ariyalur MVKM Trust,A.NO.306,79.93585016,12.97609579,"C/o.A/N.P.Sumathy, Secretary, Sumathy Physiotherapy Clinic, Near Vasan Medical, Kailasanathar Koil Street, Theradi, Ariyalur - 621 704.",Trichy,"A/N.A.P.N.Suthakar ,sumathi","9443807475, 9443807475",8428413645,9487522693,ariyalur.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Thirunelveli,Perumalpuram MVKM Trust,A.NO.308,77.7388258,8.7109497,"6/7, 2nd St, Perumalpuram, Tirunelveli - 627007.",Thirunelveli,A/N.A.Ramasamy,9488353238,6381781313,9366720589,mvkmtrustperumalpuram@gmail.com ,
Asia,India,Tamilnadu,Dindigul,Oddanchatram MVKM Trust,A.NO.309,77.9271895,10.5246647,"Vethathiri nagar Gandhi Market, Byepass Road Oddanchatram 624 619.",Dindigul,PRO.B.Duraisami,9659321952,9965143366,-,tct.odc08@gmail.com,
Asia,India,Tamilnadu,Chennai,Ice House MVKM Trust,A.NO.310,80.2744871,13.0494547,"N.No.75, Dr.Nadesan Salai, Ice House, Triplicane, Chennai - 5.",Chennai,A/N.D.Vijaya Ramakrishna,9444010343,9445181810,044-28445654,vijayaraamakrishnaa@gmail.com,
Asia,India,Tamilnadu,Chennai,Manali New Town MVKM Trust,A.NO.311,80.2776126,13.2032738,"No.2/6, Jayagopal Garodia (Near), Near Manali Pudhu Nagar, Chennai-600103.",Thiruvallur,A/N.E.NALINI,9941546376,-,-,nalinielumalai79@gmail.com,
Asia,India,Tamilnadu,Chennai,Mathur MMDA MVKM Trust,A.NO.312,80.2497646,13.1696082,"C/o.N.Kirubhakaran, Secretary, No.2377, 3rd Main Road, Mathur, Chennai - 600 068.",Thiruvallur,A/N.KIRUBAKARAN,9941106793,9841885418,8939535947, luck.babu@gmail.com, ars6266@gmail.com 
Asia,India,Tamilnadu,Thiruvallur,Thiruvallur MVKM Trust,A.NO.313,80.2336219,13.0361067,"Old No.4/4, New No.75, C.V. Naidu Salai, 2nd floor, Thiruvallur - 602 001.",Thiruvallur,A/N.K.SRINIVASAN,9952081335,9791317611,9786399866,skytmvk2006@gmail.com,
Asia,India,Tamilnadu,Chennai,Mangadu MVKM Trust,A.NO.315,80.1076117,13.0321616,"Plot No.4, 2nd Cross Sundaresan St., Sri Chakra Nagar, Mangadu, Chennai 602 101.",Kancheepuram,A/N.AVR.Kavin Sandron,9940473055,-,-,mangaduskyyoga@gmail.com,revathy0070@gmail.com
Asia,India,Tamilnadu,Thiruvallur,Minjur MVKM Trust,A.NO.316,80.264654,13.267701,"C/o.A.Ramani, Secretary, No.4, Nehru Street, Pachaiamman Nagar, Minjur - 601 203, Ponneri Taluk, Tiruvallur Dt.",Thiruvallur,A/N.RA.VENKATESAN,9444282768,8144933282,-,vengateshanvenkat22126@gmail.com,ramvenkat924@gmail.com
Asia,India,Tamilnadu,Chennai,Poonthamallee MVKM Trust,A.NO.317,80.10024886,13.05723978,"No.19, Maran Nagar Anex, Poonthamallee, Chennai - 600056.",Thiruvallur,A/N.G.SEMBIAN,9444145519,9841715735,,poovaimvkm@gmail.com,
Asia,India,Tamilnadu,Namakkal,Pallipalayam MVKM Trust,A.NO.318,77.7538955,11.3578374,"Vethathiri Nagar, Near Krishnaveni Kalyana Mandapam, Paper Mill Road, Pallipalayam 638 006.",Erode,Ragunathan,9842060900,98949 23122,-,spraguvanavasi@gmail.com,
Asia,India,Tamilnadu,Erode,Dhandampalayam MVKM Trust,A.NO.319,77.73799789,11.09719051,"No.107/67, Main Road, Dhandampalayam (PO), Sivagiri - 638 109. Erode Dt.",Erode,sasikumar,91500 34344,8754632613,"9843222747, 9788904425",gmntindia@gmail.com,
Asia,India,Tamilnadu,Erode,Tiruchengode Vidhyaa Vikas MVKM Trust,A.NO.320,77.3123396,11.0924648,"No.4/51, Unjani Post, Kumaramangalam, Tiruchengode TK, Namakkal Dt - 637205. ",Erode,A/N.S.Gunasekaran,9442279999,9095656899,-,svvhssthasampalayam@gmail.com,
Asia,India,Tamilnadu,Thiruvarur,Vaduvur MVKM Trust,A.NO.322,79.3189354,10.7124436,"Arulagam, Arutperum Jothi Campus, Thatara Street, Vaduvur Via - 614019.",Kumbakonam,A/N.R.Sanjeevi,9444626671,8778189261,-,vaduvurmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Thiruvarur,Mannargudi Melaveedhi MVKM Trust,A.NO.323,79.4507152,10.6648689,"Melaveedhi Arivuthirukoil, Gopala Samuthiram Melaveedhi, Mannargudi & Post 614 001. Thiruvarur Dist.",Kumbakonam,A/N.Lathamaheswari,8489403959,9789650225,9750406401,mannaiwestmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Kovai Sundarapuram MVKM Trust,A.NO.324,76.97197527,10.96346714,"A/N.Dhanalakshmi, Secretary, 5/11D-2, Gandhiji Road, Sundarapuram PO, Kurinji, Coimbatore - 641 024.",Coimbatore,A/N.R.Udyakumar,9843811282,9944641412,-,ksmvtrust@gmail.com,
Asia,India,Tamilnadu,Chennai,Adambakkam Balakrishnapuram MVKM Trust,A.NO.325,80.17554145,12.89467909,"C/o.A/N.R.Praveen Kumar, Managing Trustee, 1367, First Floor, MIG, TNHB Colony, Sithalapakkam, Chennai 600 126.",Kancheepuram,A/N.N.Rajagopal,9677091921,8939384990,9962062264,adambakkambkpuram@gmail.com,
Asia,India,Tamilnadu,Chennai,Vanagaram MVKM Trust,A.NO.326,80.1854439,13.0461574,"No.1/261, Palaniappa Nagar 3rd Street, Vanagaram Post, Chennai - 600 095.",Thiruvallur,A/N.M.R.SUBRAMANIAN,9840766917,9003839840,-,mrsmanian@gmail.com,
Asia,India,Tamilnadu,Viluppuram,Moongilthuraipattu MVKM Trust,A.NO.327,80.260835,12.9867957,"3/6, Pillayar Koil St, Kamaraj Nagar, Moongilthuraipattu - 605702. ",Viluppuram,A/N.Ranganathan,9942445998,"9976530013, 9442867977",,raviranganathan6@gmail.com,
Asia,India,Tamilnadu,Madurai,Thirumangalam MVKM Trust,A.NO.328,77.9881401,9.8232884,"80/375, Usilai Road, Tirumangalam, Madurai - 625706.",Madurai,A/N. Maragathavalli,9994181180,9442281661,-,krraveendran@gmail.com,p.jaya_sankar@yahoo.co.in
Asia,India,Tamilnadu,Chennai,Madambakkam MVKM Trust,A.NO.330,80.1521428,12.9155116,"No.6, Ambika Nagar Extn, Sudarsana Nagar 4th Street, Madambakkam, Chennai - 600073.",Kancheepuram,A/N.N.Lochana,9840760623,9840096522,-,madambakkamarakattalai2@gmail.com,godswarrior.dharma@gmail.com
Asia,India,Tamilnadu,Kallakuruchi,Chinna Salem MVKM Trust,A.NO.332,79.493,11.941,"No.14, Kadai St (West), Chinna Salem (PO), Kallakurichi TK, Villupuram DT",Viluppuram,A/N.Krishnakumar.A.K,9442759916,6380127657,04151-236653.,chinnaselammvkm@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Cheyyar Anna Nagar MVKM Trust,A.NO.333,79.5343503,12.6793237,"11/1, K.V.Raman Street, Anna Nagar, Cheyyar, Thiruvannamalai - 604407.",Thiruvannamalai,A/N.N.R.Sankaralingam,9442160465,9486235646,-,ennress@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Kalambur Mvkm Trust,A.NO.334,79.21308194,12.6336656,"No.6, Mariyamman Koil Street, Kalambur - 606 903.",Thiruvannamalai,"A/N.J.Saravanan,",9994533135,9790458570,9790626025,saravananj99945@gmail.com,kalambur.mvkm@gmail.com
Asia,India,Tamilnadu,Thiruvannamalai,Subanravpet Mvkm Trust,A.NO.335,79.2880998,12.6652219,"1152/3, Sri Saravana Modern Rice Mill Campus, Vellore Road, Sevoor 632 316, Arni T.K., Thiruvannamalai Dt. ",Thiruvannamalai,A/N.S.Saravanaraj,9842329775,9345253929,-,shrikavee@gmail.com,subanraopetmvkmtrust@gmail.com
